data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2016-02-08,22:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Omer Berge
2017-06-17,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Omer Berge
2016-02-19,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Emelia Friesen
2019-04-22,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Blaise Bradtke
2018-12-17,21:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Shanelle Beier
2019-11-02,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Braeden Mayert
2024-03-19,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Beau Gibson
2016-04-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Antone Ortiz
2023-10-21,18:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Turner Lebsack
2021-02-22,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Brittany Morissette
2021-08-17,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Tate Denesik
2018-03-28,18:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Shanelle Beier
2017-05-06,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Olga Goldner
2018-09-21,22:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Turner Lebsack
2022-01-22,22:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Francesco Macejkovic
2021-05-27,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Anita Rippin
2017-10-15,21:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Gwen Turcotte
2016-10-21,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Beau Gibson
2022-10-19,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Braeden Mayert
2017-06-14,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Tressa Johns
2016-08-02,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Francesco Macejkovic
2021-03-08,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Hollie Feil
2021-08-19,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Vallie Hayes
2018-02-17,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Tressa Johns
2019-08-16,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Anita Rippin
2019-06-10,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Patrick Rutherford
2025-07-28,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Anita Rippin
2023-01-23,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Micaela Stark
2020-09-29,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Freeda Corkery
2018-03-26,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Alda Boehm
2021-05-04,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Isabella Towne
2018-05-14,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Torrance Baumbach
2017-03-14,21:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Freeda Corkery
2016-06-26,21:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Lilyan Bins
2025-05-31,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Turner Lebsack
2017-06-14,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Neoma Gusikowski
2024-05-24,22:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Omer Berge
2021-07-24,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Bernadette Stark
2017-09-24,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Blaise Bradtke
2021-07-27,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Francesco Macejkovic
2021-07-23,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Torrance Baumbach
2021-06-08,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Alexandra Yundt
2016-02-12,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Keira Wisozk
2017-05-23,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Harmon Walter
2018-04-17,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Okey Dietrich
2016-09-04,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Elliot Mertz
2021-03-06,22:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Isabella Towne
2020-07-03,18:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Shanelle Beier
2022-01-16,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Alda Boehm
2021-02-28,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Lilyan Bins
2022-06-21,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Sven McKenzie
2022-06-28,19:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Forest Bins
2020-05-19,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Turner Lebsack
2018-07-26,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Billy Anderson
2016-06-21,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Brittany Morissette
2019-04-11,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Dessie Daugherty
2016-12-25,22:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Lance Marquardt
2016-10-01,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Alda Boehm
2021-04-04,23:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Kurt Harvey
2020-01-18,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Torrance Baumbach
2022-05-24,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Hollie Feil
2024-06-08,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Hipolito Littel
2018-01-07,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Billy Anderson
2018-01-08,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Vincenza Quigley
2015-08-24,21:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Blaise Bradtke
2024-11-13,18:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Shanelle Beier
2019-05-06,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Torrance Baumbach
2016-12-09,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Lilyan Bins
2019-01-16,23:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Olga Goldner
2020-01-05,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Tate Denesik
2016-04-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Rose Herzog
2023-12-25,18:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Hipolito Littel
2020-10-23,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Vincenza Quigley
2019-09-25,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Beau Gibson
2017-08-23,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Gwen Turcotte
2015-12-25,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Hipolito Littel
2019-08-19,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Okey Dietrich
2021-09-12,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Alda Boehm
2022-04-23,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Turner Lebsack
2021-12-16,23:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Alda Boehm
2019-06-27,22:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Keira Wisozk
2021-02-25,20:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Maureen Macejkovic
2021-06-20,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Braeden Mayert
2019-05-31,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Hollie Feil
2020-05-22,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Amelia Cruickshank
2017-11-12,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Antone Ortiz
2020-04-04,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Vallie Hayes
2017-03-01,18:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Blaise Bradtke
2016-07-21,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Sabryna Abbott
2016-04-09,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Harmon Walter
2017-10-18,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Lexus Cole
2020-05-26,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Torrance Baumbach
2018-09-02,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Hipolito Littel
2025-04-22,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Billy Anderson
2021-12-20,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Tate Denesik
2021-05-05,23:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Rose Herzog
2022-04-14,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Camden Schiller
2017-09-08,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Sven McKenzie
2015-12-28,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Alexandra Yundt
2017-06-03,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Amelia Cruickshank
2021-04-29,22:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Maximilian Rice
2015-12-29,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Turner Lebsack
2015-11-06,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Rose Herzog
2023-03-20,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Micaela Stark
2018-02-10,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Shanelle Beier
2025-01-06,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Turner Lebsack
2025-06-09,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Hollie Feil
2024-04-23,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Francesco Macejkovic
2024-12-04,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Sabryna Abbott
2019-11-01,23:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Alda Boehm
2024-05-08,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gwen Turcotte
2016-05-02,22:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Hollie Feil
2017-06-14,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gwen Turcotte
2022-04-22,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Omer Berge
2021-10-03,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Lance Marquardt
2020-11-12,18:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Patrick Rutherford
2022-08-20,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Alda Boehm
2020-05-01,19:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Vallie Hayes
2024-07-05,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Anita Rippin
2022-07-18,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Maximilian Rice
2023-01-23,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Omer Berge
2020-10-18,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Francesco Macejkovic
2023-12-27,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Lance Marquardt
2019-11-22,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Tate Denesik
2018-05-12,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Isabella Towne
2021-04-19,19:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Freeda Corkery
2024-10-01,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Tate Denesik
2016-01-10,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Rose Herzog
2017-03-06,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Maximilian Rice
2024-06-08,19:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Lance Marquardt
2023-10-12,19:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Amelia Cruickshank
2020-10-12,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Gwen Turcotte
2023-10-27,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Billy Anderson
2022-10-14,22:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Braeden Mayert
2017-06-25,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Lilyan Bins
2024-07-20,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Patrick Rutherford
2021-05-27,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Olga Goldner
2019-07-27,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Rose Herzog
2017-05-08,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Vincenza Quigley
2021-02-13,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Forest Bins
2025-04-05,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Lance Marquardt
2018-06-24,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Sabryna Abbott
2024-06-15,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Alexandra Yundt
2024-10-28,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Forest Bins
2020-07-22,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Olga Goldner
2024-08-15,23:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Billy Anderson
2015-10-13,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Keira Wisozk
2021-10-06,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lexus Cole
2018-04-22,20:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Neoma Gusikowski
2017-01-18,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Brittany Morissette
2020-01-25,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Veronica Miller
2015-10-11,20:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Brittany Morissette
2017-05-27,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Patrick Rutherford
2015-10-01,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Forest Bins
2017-07-22,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Rose Herzog
2022-08-26,21:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Kurt Harvey
2024-03-07,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Maximilian Rice
2021-01-19,20:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Francesco Macejkovic
2018-07-31,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Alexandra Yundt
2022-03-31,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Billy Anderson
2025-08-01,20:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Camden Schiller
2021-08-26,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Maximilian Rice
2018-02-11,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Omer Berge
2022-04-07,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Hollie Feil
2020-12-05,19:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Anita Rippin
2016-09-20,23:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Shanelle Beier
2017-12-22,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Emelia Friesen
2020-06-29,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Okey Dietrich
2016-08-09,19:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Keira Wisozk
2024-07-07,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Neoma Gusikowski
2019-03-21,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Virginia Sauer
2017-06-26,23:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Vallie Hayes
2022-01-17,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Harmon Walter
2018-01-29,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Lexus Cole
2021-07-19,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Keira Wisozk
2019-09-17,22:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Beau Gibson
2023-01-15,19:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Elliot Mertz
2023-10-08,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Beau Gibson
2019-06-19,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Harmon Walter
2024-03-14,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Zane Bode
2018-06-26,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Rose Herzog
2024-06-07,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Brittany Morissette
2020-06-19,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Billy Anderson
2024-04-09,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Alda Boehm
2025-02-03,23:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Veronica Miller
2017-07-15,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Alexandra Yundt
2020-06-19,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Neoma Gusikowski
2022-12-23,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Okey Dietrich
2023-05-11,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Turner Lebsack
2022-11-03,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Torrance Baumbach
2021-09-10,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Sven McKenzie
2018-04-16,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Alexandra Yundt
2016-02-21,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Kurt Harvey
2019-08-19,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Lilyan Bins
2015-12-29,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Maximilian Rice
2022-10-22,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Maureen Macejkovic
2024-09-01,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Okey Dietrich
2015-09-18,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Shanelle Beier
2021-01-22,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Micaela Stark
2018-05-29,19:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Brittany Morissette
2023-07-02,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Beau Gibson
2018-03-25,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Brittany Morissette
2018-03-02,19:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Sabryna Abbott
2022-06-16,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Billy Anderson
2022-01-07,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Billy Anderson
2022-08-20,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Sven McKenzie
2024-03-11,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Amelia Cruickshank
2024-04-19,18:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Forest Bins
2018-10-17,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Alda Boehm
2020-09-24,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Francesco Macejkovic
2022-03-20,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Maureen Macejkovic
2016-06-15,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Neoma Gusikowski
2019-08-19,20:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Neoma Gusikowski
2021-09-27,20:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Antone Ortiz
2016-05-02,22:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Forest Bins
2021-03-19,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Vincenza Quigley
2016-10-11,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Camden Schiller
2017-06-25,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Olga Goldner
2025-04-15,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Blaise Bradtke
2019-09-20,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Freeda Corkery
2019-04-27,23:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Billy Anderson
2017-05-23,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Tate Denesik
