data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,artista
2023-10-29,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Elinor Predovic
2022-06-04,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lempi Streich
2022-01-23,20:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Graciela Kuvalis
2016-04-08,20:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Arden Carter
2023-09-18,20:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Victoria Hodkiewicz
2015-12-10,18:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Ludwig Cummings
2025-05-14,20:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Christelle Bogan
2022-02-01,21:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Christelle Bogan
2018-07-31,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Edmond Bosco
2018-01-25,22:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Willow Kling
2019-12-15,20:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Madge Kuphal
2017-09-13,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Nellie Schowalter
2016-05-27,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Gustave Mante
2020-08-06,22:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Yasmine Treutel
2024-01-11,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Taylor Hessel
2023-02-03,23:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Jenifer Kuvalis
2025-07-26,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Madge Kuphal
2016-05-21,19:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Edmond Bosco
2020-11-01,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Willow Kling
2022-06-07,22:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Nellie Schowalter
2023-08-23,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Annie Lesch
2020-02-28,23:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Golda Donnelly
2022-06-22,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Torrance Howell
2025-03-28,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gabe Morar
2025-04-20,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Ernesto Zboncak
2024-02-14,21:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Nellie Schowalter
2016-03-06,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Ima Hilpert
2024-09-13,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Dahlia Maggio
2023-05-21,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Ludwig Cummings
2020-02-15,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Elenora Steuber
2017-07-14,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Shanny Konopelski
2022-06-28,19:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Jenifer Kuvalis
2022-08-04,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Cheyanne Feil
2021-07-04,20:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Jaden Gutmann
2020-08-22,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Willy Heller
2022-10-04,23:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Noelia Schamberger
2024-05-11,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Vicenta Nitzsche
2020-02-28,18:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Morris Hermann
2021-12-21,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Sammie Dicki
2020-02-27,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Yasmine Treutel
2023-02-19,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Courtney Satterfield
2025-08-09,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Gabe Morar
2024-03-10,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Ova Collins
2023-11-20,22:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Ova Collins
2022-11-04,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Morris Hermann
2018-02-01,23:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Elenora Steuber
2023-02-25,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Aron Dietrich
2023-07-09,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Dahlia Maggio
2023-12-31,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Noelia Schamberger
2020-03-15,23:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Graciela Kuvalis
2017-12-22,20:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Robert Dietrich
2021-06-25,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Vince Kozey
2025-01-07,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Ova Collins
2023-10-28,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Vicenta Nitzsche
2022-05-02,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Kian Cremin
2019-06-07,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Vivien Thiel
2019-09-17,23:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Ariel Tillman
2023-07-03,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vince Kozey
2019-02-24,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Belle Mante
2016-10-13,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Gage Fisher
2024-10-28,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Clint Brakus
2019-01-25,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Orlo Simonis
2017-05-11,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Yasmine Treutel
2023-12-09,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Victoria Hodkiewicz
2024-04-13,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Eva Stehr
2025-06-18,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Ben Abbott
2021-02-11,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Dedrick Schiller
2023-06-18,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Eveline Boyer
2018-01-01,18:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Jenifer Kuvalis
2024-12-17,22:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Vince Kozey
2019-12-25,18:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Bonita Larson
2018-11-16,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Fatima Murazik
2020-08-17,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Tommie Reynolds
2022-08-03,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Mike Herman
2020-07-01,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Hailey Schroeder
2021-09-26,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Christelle Bogan
2018-01-07,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Willow Kling
2020-10-12,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Jenifer Kuvalis
2021-05-14,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Albertha Harris
2017-05-25,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Akeem Blanda
2023-08-08,20:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Casimer Morar
2019-07-30,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Cheyanne Feil
2017-11-12,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Dedrick Schiller
2022-10-14,22:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Neil Rath
2022-06-22,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Jazlyn Little
2016-02-21,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Elisa Wehner
2024-04-09,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Vince Kozey
2022-05-28,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Kasey Weissnat
2022-08-16,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Lionel Pfannerstill
2024-03-10,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Courtney Satterfield
2022-04-01,19:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Osvaldo Hyatt
2022-10-01,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Burdette Ankunding
2019-08-24,23:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Vicenta Nitzsche
2025-01-20,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Hailey Schroeder
2020-09-13,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Ariel Tillman
2022-11-27,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Bonita Larson
2015-09-11,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Taylor Hessel
2018-01-29,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Raegan Purdy
2020-06-07,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Geovanny Bayer
2025-03-29,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Wilson Stracke
2016-12-14,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Keagan Mann
2019-08-29,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Lionel Pfannerstill
2016-03-29,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Orlo Simonis
2020-04-03,23:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Madge Kuphal
2022-10-01,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Gage Fisher
2021-08-03,22:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Macie Klocko
2016-05-04,20:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Shania Greenholt
2022-02-17,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Bonita Larson
2024-12-03,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Jaquan Goldner
2022-01-07,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Willow Kling
2020-07-03,18:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Elisa Wehner
2024-12-16,22:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Mike Herman
2016-04-08,20:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Eveline Boyer
2022-08-04,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Raegan Purdy
2024-01-19,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Torrance Howell
2019-08-09,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ariel Tillman
2019-05-08,21:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Evert Schneider
2023-04-29,23:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Tyreek Padberg
2017-10-18,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Ben Abbott
2018-02-17,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Noelia Schamberger
2018-12-21,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Yasmine Treutel
2022-06-20,21:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Madge Kuphal
2021-07-01,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Eva Stehr
2019-02-14,18:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Burdette Ankunding
2018-10-20,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Yasmine Treutel
2018-10-30,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Deven Ferry
2020-05-22,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Gabe Morar
2016-04-09,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Courtney Satterfield
2021-10-07,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Sammie Dicki
2020-01-19,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Neil Rath
2024-04-29,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Burdette Ankunding
2023-01-03,22:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Francisca Monahan
2017-01-25,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Shanny Konopelski
2022-05-02,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Webster Schroeder
2018-03-24,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Gideon Pacocha
2017-04-27,18:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Gayle Walker
2024-06-03,23:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Shania Greenholt
2024-08-18,20:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Charity Hills
2018-08-21,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Willow Kling
2022-04-18,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Tomasa Waters
2022-09-07,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Dedrick Schiller
2025-08-06,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Dahlia Maggio
2017-06-23,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Vivien Thiel
2023-07-02,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Elisa Wehner
2015-09-18,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Robert Dietrich
2019-08-16,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Sammie Dicki
2025-01-01,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Tomasa Waters
2021-10-09,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Dale Beer
2024-09-26,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Raegan Purdy
2020-09-10,23:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Terrance Robel
2024-10-03,23:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Taya Dicki
2018-08-03,20:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Osvaldo Hyatt
2017-03-27,20:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Deven Ferry
2018-03-15,20:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Eva Stehr
2021-02-12,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Mike Herman
2024-09-01,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Gideon Pacocha
2016-12-18,22:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Webster Schroeder
2020-05-01,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Gideon Pacocha
2022-02-21,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Keagan Mann
2017-05-29,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Ernesto Zboncak
2019-05-20,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Elenora Steuber
2020-03-01,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Clint Brakus
2016-09-22,18:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Ernesto Zboncak
2018-12-13,19:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Ima Hilpert
2025-03-31,22:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Dahlia Maggio
2022-02-04,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Golda Donnelly
2023-01-23,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Bonita Larson
2017-10-19,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Mike Herman
2018-06-23,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Christelle Bogan
2016-07-23,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Stefan Welch
2024-01-15,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Ova Collins
2021-12-03,21:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Nelda Hermann
2024-06-08,20:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Jenifer Kuvalis
2020-05-23,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Keagan Mann
2019-06-20,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Victoria Hodkiewicz
2023-07-13,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Orlo Simonis
2021-01-29,18:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Louvenia Beer
2018-02-16,22:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Tommie Reynolds
2020-05-16,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Kian Cremin
2017-12-12,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Graciela Kuvalis
2018-04-16,19:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Hailey Schroeder
2024-09-03,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Elinor Predovic
2023-09-21,20:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Noelia Schamberger
2025-06-07,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Noelia Schamberger
2020-08-19,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Dale Beer
2021-12-25,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Kirsten Weissnat
2023-07-22,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Geovanny Bayer
2022-05-11,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Nelda Hermann
2024-04-17,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Edmond Bosco
2019-11-03,22:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Elinor Predovic
2023-06-20,20:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Mike Herman
2017-03-15,20:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Christelle Bogan
2021-01-22,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Elisa Wehner
2024-09-08,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Kayla McLaughlin
2020-11-15,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Vivien Thiel
2017-03-26,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Victoria Hodkiewicz
2020-11-08,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Torrance Howell
2021-12-26,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Evert Schneider
2018-06-26,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Courtney Satterfield
2025-02-18,22:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Jaden Gutmann
2022-05-29,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Leif Huel
2023-04-05,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Candace Pouros
2020-09-27,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Albertha Harris
2020-09-18,20:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Burdette Ankunding
2018-11-16,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Christelle Bogan
2024-08-04,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Louvenia Beer
2015-12-25,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Robert Dietrich
2018-08-29,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Dale Beer
2017-08-09,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Vince Kozey
2023-04-10,23:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Karina Muller
2018-09-20,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Orlo Simonis
2025-04-30,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Eveline Boyer
2023-06-07,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Blanca Langosh
2017-10-09,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Fatima Murazik
2020-03-23,23:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Courtney Satterfield
2020-05-28,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Clint Brakus
2019-11-26,21:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Kirsten Weissnat
2021-09-11,22:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Belle Mante
2019-02-03,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Kasey Weissnat
2016-05-15,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Ernesto Zboncak
2017-08-07,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lionel Pfannerstill
